Accession,Species,Genus,Family,Order,Class,Phylum,Kingdom,Complete_BUSCOs,Single_Copy_BUSCOs,Fragmented_BUSCOs,Missing_BUSCOs,Selection_Reason,primary_lifestyle,Growth_form_template
GCA_027946415.1,Didymella glomerata,Didymella,Didymellaceae,Pleosporales,Dothideomycetes,Ascomycota,Fungi,746,744,0,12,unique,plant_pathogen,filamentous_mycelium
GCA_011058895.1,Didymella heteroderae,Didymella,Didymellaceae,Pleosporales,Dothideomycetes,Ascomycota,Fungi,750,748,2,6,unique,plant_pathogen,filamentous_mycelium
GCA_011058865.1,Didymella keratinophila,Didymella,Didymellaceae,Pleosporales,Dothideomycetes,Ascomycota,Fungi,749,747,3,6,unique,plant_pathogen,filamentous_mycelium
GCA_022225945.2,Didymella pomorum,Didymella,Didymellaceae,Pleosporales,Dothideomycetes,Ascomycota,Fungi,751,748,2,5,GCA_only_from_2,plant_pathogen,filamentous_mycelium
GCA_027946495.1,Didymella sp. IMI 355093,Didymella,Didymellaceae,Pleosporales,Dothideomycetes,Ascomycota,Fungi,748,745,4,6,unique,plant_pathogen,filamentous_mycelium
GCF_027946475.1,Didymosphaeria variabile,Didymosphaeria,Didymosphaeriaceae,Pleosporales,Dothideomycetes,Ascomycota,Fungi,746,744,6,6,GCF_preferred_from_2,plant_pathogen,filamentous_mycelium
GCA_027576995.1,Dimargaris cristalligena,Dimargaris,Dimargaritaceae,Dimargaritales,Dimargaritomycetes,Zoopagomycota,Fungi,653,650,39,66,GCA_only_from_2,mycoparasite,filamentous_mycelium
GCA_027576935.1,Dimargaris verticillata,Dimargaris,Dimargaritaceae,Dimargaritales,Dimargaritomycetes,Zoopagomycota,Fungi,596,595,51,111,unique,mycoparasite,filamentous_mycelium
GCA_027576955.1,Dimargaris xerosporica,Dimargaris,Dimargaritaceae,Dimargaritales,Dimargaritomycetes,Zoopagomycota,Fungi,636,541,47,75,unique,mycoparasite,filamentous_mycelium
GCA_027604005.1,Dinochytrium kinnereticum,Dinochytrium,Chytridiaceae,Chytridiales,Chytridiomycetes,Chytridiomycota,Fungi,564,554,74,120,unique,other,zoosporic
GCF_025882075.1,Dioszegia hungarica,Dioszegia,Bulleribasidiaceae,Tremellales,Tremellomycetes,Basidiomycota,Fungi,698,696,10,50,GCF_preferred_from_2,litter_saprotroph,yeast-like
GCA_964058965.1,Diplocarpon coronariae,Diplocarpon,Drepanopezizaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,748,747,5,5,GCA_only_from_3,plant_pathogen,filamentous_mycelium
GCA_024741835.1,Diplocarpon mali,Diplocarpon,Drepanopezizaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,746,745,5,7,unique,plant_pathogen,filamentous_mycelium
GCA_032760415.1,Diplocarpon rosae,Diplocarpon,Drepanopezizaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,747,746,4,7,GCA_only_from_2,plant_pathogen,filamentous_mycelium
GCF_001883845.1,Diplodia corticola,Diplodia,Botryosphaeriaceae,Botryosphaeriales,Dothideomycetes,Ascomycota,Fungi,750,748,4,4,GCF_preferred_from_2,plant_pathogen,filamentous_mycelium
GCA_021495925.2,Diplodia intermedia,Diplodia,Botryosphaeriaceae,Botryosphaeriales,Dothideomycetes,Ascomycota,Fungi,750,747,4,4,unique,plant_pathogen,filamentous_mycelium
GCF_021436955.1,Diplodia seriata,Diplodia,Botryosphaeriaceae,Botryosphaeriales,Dothideomycetes,Ascomycota,Fungi,750,747,3,5,GCF_preferred_from_5,plant_pathogen,filamentous_mycelium
GCA_033297225.1,Diplogelasinospora grovesii,Diplogelasinospora,Diplogelasinosporaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,744,741,2,12,unique,soil_saprotroph,filamentous_mycelium
GCA_023645945.1,Diploschistes diacapsis,Diploschistes,Graphidaceae,Ostropales,Lecanoromycetes,Ascomycota,Fungi,693,691,21,44,unique,lichenized,thallus_photosynthetic
GCF_038497935.1,Dipodascopsis tothii,Dipodascopsis,Lipomycetaceae,Lipomycetales,Lipomycetes,Ascomycota,Fungi,728,723,15,15,GCF_preferred_from_2,nectar/tap_saprotroph,yeast-like
GCA_038497775.1,Dipodascopsis uninucleata,Dipodascopsis,Lipomycetaceae,Lipomycetales,Lipomycetes,Ascomycota,Fungi,727,722,18,13,unique,nectar/tap_saprotroph,yeast-like
GCA_027576915.1,Dipsacomyces acuminosporus,Dipsacomyces,Kickxellaceae,Kickxellales,Kickxellomycetes,Zoopagomycota,Fungi,588,583,48,122,unique,soil_saprotroph,filamentous_mycelium
GCA_040438265.1,Discina gigas,Discina,Discinaceae,Pezizales,Pezizomycetes,Ascomycota,Fungi,748,735,5,5,unique,wood_saprotroph,filamentous_mycelium
GCA_027577015.1,Dispira parvispora,Dispira,Dimargaritaceae,Dimargaritales,Dimargaritomycetes,Zoopagomycota,Fungi,556,552,93,109,unique,mycoparasite,filamentous_mycelium
GCA_027478255.1,Dispira simplex,Dispira,Dimargaritaceae,Dimargaritales,Dimargaritomycetes,Zoopagomycota,Fungi,687,233,19,52,unique,mycoparasite,filamentous_mycelium
GCF_010015565.1,Dissoconium aciculare,Dissoconium,Dissoconiaceae,Mycosphaerellales,Dothideomycetes,Ascomycota,Fungi,752,749,0,6,GCF_preferred_from_2,litter_saprotroph,filamentous_mycelium
GCA_016097935.1,Dissophora globulifera,Dissophora,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,722,664,18,18,GCA_only_from_2,soil_saprotroph,filamentous_mycelium
GCA_025201705.1,Dissophora ornata,Dissophora,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,720,657,11,27,GCA_only_from_2,soil_saprotroph,filamentous_mycelium
GCF_008704595.1,Diutina rugosa,Diutina,Debaryomycetaceae,Serinales,Pichiomycetes,Ascomycota,Fungi,693,692,3,62,GCF_preferred_from_2,nectar/tap_saprotroph,yeast-like
GCA_000836255.1,Dothideomycetidae sp. 11243,Unknown,Unknown,Unknown,Dothideomycetes,Ascomycota,Fungi,747,745,5,6,unique,,
GCF_010015815.1,Dothidotthia symphoricarpi,Dothidotthia,Dothidotthiaceae,Pleosporales,Dothideomycetes,Ascomycota,Fungi,747,745,1,10,GCF_preferred_from_2,plant_pathogen,filamentous_mycelium
GCA_000340195.1,Dothistroma septosporum,Dothistroma,Mycosphaerellaceae,Mycosphaerellales,Dothideomycetes,Ascomycota,Fungi,751,750,2,5,unique,plant_pathogen,filamentous_mycelium
GCF_001625195.1,Drechmeria coniospora,Drechmeria,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,744,741,8,6,GCF_preferred_from_3,animal_parasite,filamentous_mycelium
GCA_028984885.1,Drechslerella dactyloides,Drechslerella,Orbiliaceae,Orbiliales,Orbiliomycetes,Ascomycota,Fungi,743,740,4,11,unique,animal_parasite,filamentous_mycelium
GCA_000525045.1,Drechslerella stenobrocha,Drechslerella,Orbiliaceae,Orbiliales,Orbiliomycetes,Ascomycota,Fungi,542,541,14,202,unique,animal_parasite,filamentous_mycelium
GCF_000298775.1,Drepanopeziza brunnea,Drepanopeziza,Drepanopezizaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,751,749,3,4,GCF_preferred_from_5,plant_pathogen,filamentous_mycelium
GCF_024521655.1,Durotheca rogersii,Durotheca,Xylariaceae,Xylariales,Sordariomycetes,Ascomycota,Fungi,749,746,1,8,GCF_preferred_from_2,wood_saprotroph,filamentous_mycelium
GCA_022605405.1,Earliella scabrosa,Earliella,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,735,728,5,18,unique,wood_saprotroph,filamentous_mycelium
GCA_030411725.1,Echria macrotheca,Echria,Schizotheciaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,747,745,1,10,unique,other,filamentous_mycelium
GCA_035926115.1,Elasticomyces elasticus,Elasticomyces,Teratosphaeriaceae,Mycosphaerellales,Dothideomycetes,Ascomycota,Fungi,758,81,0,0,GCA_only_from_14,other,filamentous_mycelium
GCA_010093995.1,Elsinoe ampelina,Elsinoe,Elsinoaceae,Myriangiales,Dothideomycetes,Ascomycota,Fungi,747,744,3,8,unique,plant_pathogen,filamentous_mycelium
GCA_005382405.1,Elsinoe australis,Elsinoe,Elsinoaceae,Myriangiales,Dothideomycetes,Ascomycota,Fungi,748,747,3,7,GCA_only_from_2,plant_pathogen,filamentous_mycelium
GCA_017309325.2,Elsinoe batatas,Elsinoe,Elsinoaceae,Myriangiales,Dothideomycetes,Ascomycota,Fungi,746,745,1,11,unique,plant_pathogen,filamentous_mycelium
GCA_012977835.1,Elsinoe fawcettii,Elsinoe,Elsinoaceae,Myriangiales,Dothideomycetes,Ascomycota,Fungi,750,749,2,6,unique,plant_pathogen,filamentous_mycelium
GCA_001660665.1,Emergomyces africanus,Emergomyces,Ajellomycetaceae,Onygenales,Eurotiomycetes,Ascomycota,Fungi,688,681,32,38,unique,soil_saprotroph,yeast-like
GCA_001883825.1,Emergomyces pasteurianus,Emergomyces,Ajellomycetaceae,Onygenales,Eurotiomycetes,Ascomycota,Fungi,746,744,5,7,unique,soil_saprotroph,yeast-like
GCF_019669845.1,Emericellopsis atlantica,Emericellopsis,Bionectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,752,749,1,5,GCF_preferred_from_2,soil_saprotroph,filamentous_mycelium
GCF_022114955.1,Emericellopsis cladophorae,Emericellopsis,Bionectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,751,748,0,7,GCF_preferred_from_2,soil_saprotroph,filamentous_mycelium
GCA_032988165.1,Emmonsiellopsis sp. PD_33,Emmonsiellopsis,Ajellomycetaceae,Onygenales,Eurotiomycetes,Ascomycota,Fungi,747,746,2,9,unique,soil_saprotroph,filamentous_mycelium
GCA_032988985.1,Emmonsiellopsis sp. PD_5,Emmonsiellopsis,Ajellomycetaceae,Onygenales,Eurotiomycetes,Ascomycota,Fungi,751,750,1,6,unique,soil_saprotroph,filamentous_mycelium
GCA_029449355.1,Emydomyces testavorans,Emydomyces,Nannizziopsiaceae,Onygenales,Eurotiomycetes,Ascomycota,Fungi,746,744,2,10,unique,animal_parasite,
GCF_000464535.1,Endocarpon pusillum,Endocarpon,Verrucariaceae,Verrucariales,Eurotiomycetes,Ascomycota,Fungi,719,718,21,18,GCF_preferred_from_3,lichenized,thallus_photosynthetic
GCA_015679585.1,Entomortierella beljakovae,Entomortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,728,684,10,20,unique,,
GCA_015849335.1,Entomortierella chlamydospora,Entomortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,726,668,10,22,GCA_only_from_2,,
GCA_015500005.1,Entomortierella lignicola,Entomortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,713,665,20,25,unique,,
GCA_020891255.1,Entomortierella parvispora,Entomortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,732,678,6,20,unique,,
GCA_025526915.1,Entophlyctis helioformis,Entophlyctis,Chytriomycetaceae,Chytridiales,Chytridiomycetes,Chytridiomycota,Fungi,618,552,29,111,unique,litter_saprotroph,zoosporic
GCA_027604725.1,Entophlyctis luteolus,Entophlyctis,Chytriomycetaceae,Chytridiales,Chytridiomycetes,Chytridiomycota,Fungi,582,520,53,123,GCA_only_from_2,litter_saprotroph,zoosporic
GCA_027604545.1,Entophlyctis sp. JEL0112,Entophlyctis,Chytriomycetaceae,Chytridiales,Chytridiomycetes,Chytridiomycota,Fungi,575,514,58,125,unique,litter_saprotroph,zoosporic
GCA_013368325.1,Ephemerocybe angulata,Ephemerocybe,Psathyrellaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,735,721,6,17,GCA_only_from_2,,
GCA_041154705.1,Epichloe bromicola,Epichloe,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,744,736,4,10,GCA_only_from_2,other,filamentous_mycelium
GCA_002116315.1,Epicoccum nigrum,Epicoccum,Didymellaceae,Pleosporales,Dothideomycetes,Ascomycota,Fungi,753,751,2,3,GCA_only_from_2,plant_pathogen,filamentous_mycelium
GCF_022376455.1,Epithele typhae,Epithele,Epitheliaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,702,554,17,39,GCF_preferred_from_2,wood_saprotroph,filamentous_mycelium
GCF_010015585.1,Eremomyces bilateralis,Eremomyces,Eremomycetaceae,Eremomycetales,Dothideomycetes,Ascomycota,Fungi,742,741,0,16,GCF_preferred_from_2,soil_saprotroph,filamentous_mycelium
GCF_000235365.1,Eremothecium cymbalariae,Eremothecium,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,732,730,5,21,GCF_preferred_from_2,plant_pathogen,yeast-like
GCF_000091025.4,Eremothecium gossypii,Eremothecium,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,738,735,4,16,GCF_preferred_from_3,plant_pathogen,yeast-like
GCF_001548555.1,Eremothecium sinecaudum,Eremothecium,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,733,732,4,21,GCF_preferred_from_2,plant_pathogen,yeast-like
GCA_001278495.1,Escovopsis weberi,Escovopsis,Hypocreaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,743,742,6,9,unique,mycoparasite,filamentous_mycelium
GCF_000349385.1,Eutypa lata,Eutypa,Diatrypaceae,Xylariales,Sordariomycetes,Ascomycota,Fungi,728,724,15,15,GCF_preferred_from_3,plant_pathogen,filamentous_mycelium
GCA_001632375.1,Exidia glandulosa,Exidia,Exidiaceae,Auriculariales,Agaricomycetes,Basidiomycota,Fungi,699,503,21,38,unique,wood_saprotroph,filamentous_mycelium
GCA_026210745.1,Exobasidium rhododendri,Exobasidium,Exobasidiaceae,Exobasidiales,Exobasidiomycetes,Basidiomycota,Fungi,719,717,12,27,unique,plant_pathogen,filamentous_mycelium
GCF_000709125.1,Exophiala aquamarina,Exophiala,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Ascomycota,Fungi,750,749,3,5,GCF_preferred_from_2,animal_parasite,yeast-like
GCF_035927105.1,Exophiala bonariae,Exophiala,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Ascomycota,Fungi,753,752,1,4,GCF_preferred_from_2,animal_parasite,yeast-like
GCF_000230625.1,Exophiala dermatitidis,Exophiala,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Ascomycota,Fungi,750,749,4,4,GCF_preferred_from_30,animal_parasite,yeast-like
GCF_000836275.1,Exophiala mesophila,Exophiala,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Ascomycota,Fungi,753,752,1,4,GCF_preferred_from_3,animal_parasite,yeast-like
GCF_000835515.1,Exophiala oligosperma,Exophiala,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Ascomycota,Fungi,747,746,6,5,GCF_preferred_from_3,animal_parasite,yeast-like
GCA_000835395.1,Exophiala sideris,Exophiala,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Ascomycota,Fungi,755,754,1,2,GCA_only_from_4,animal_parasite,yeast-like
GCA_035928255.1,Exophiala sp. CCFEE 6169,Exophiala,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Ascomycota,Fungi,754,752,3,1,unique,animal_parasite,yeast-like
GCA_035928005.1,Exophiala sp. CCFEE 6388,Exophiala,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Ascomycota,Fungi,753,752,1,4,unique,animal_parasite,yeast-like
GCF_000836115.1,Exophiala spinifera,Exophiala,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Ascomycota,Fungi,751,751,2,5,GCF_preferred_from_2,animal_parasite,yeast-like
GCF_022695815.1,Exophiala viscosa,Exophiala,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Ascomycota,Fungi,750,749,1,7,GCF_preferred_from_3,animal_parasite,yeast-like
GCF_000835505.1,Exophiala xenobiotica,Exophiala,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Ascomycota,Fungi,752,751,4,2,GCF_preferred_from_35,animal_parasite,yeast-like
GCF_000359705.1,Exserohilum turcicum,Exserohilum,Pleosporaceae,Pleosporales,Dothideomycetes,Ascomycota,Fungi,739,737,4,15,GCF_preferred_from_2,plant_pathogen,filamentous_mycelium
GCA_033117895.1,Extremus antarcticus,Extremus,Extremaceae,Mycosphaerellales,Dothideomycetes,Ascomycota,Fungi,755,754,0,3,unique,unspecified_saprotroph,filamentous_mycelium
GCA_037176885.1,Favolaschia claudopus,Favolaschia,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,746,36,6,6,unique,wood_saprotroph,filamentous_mycelium
GCA_025266875.1,Fennellomyces sp. T-0311,Fennellomyces,Lichtheimiaceae,Mucorales,Mucoromycetes,Mucoromycota,Fungi,728,676,5,25,unique,soil_saprotroph,filamentous_mycelium
GCF_000313525.1,Fibroporia radiculosa,Fibroporia,Fibroporiaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,719,717,12,27,GCF_preferred_from_2,wood_saprotroph,filamentous_mycelium
GCF_021052385.1,Filobasidium floriforme,Filobasidium,Filobasidiaceae,Filobasidiales,Tremellomycetes,Basidiomycota,Fungi,647,645,31,80,GCF_preferred_from_3,unspecified_saprotroph,yeast-like
GCF_025526975.1,Fimicolochytrium jonesii,Fimicolochytrium,Powellomycetaceae,Spizellomycetales,Chytridiomycetes,Chytridiomycota,Fungi,669,647,32,57,GCF_preferred_from_2,other,zoosporic
GCA_000934395.1,Fistulina hepatica,Fistulina,Fistulinaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,719,704,12,27,unique,plant_pathogen,filamentous_mycelium
GCA_021399455.1,Flagelloscypha sp. PMI_526,Flagelloscypha,Tricholomataceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,717,449,9,32,unique,litter_saprotroph,filamentous_mycelium
GCA_015499995.1,Flammula alnicola,Flammula,Strophariaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,730,367,7,21,unique,wood_saprotroph,filamentous_mycelium
GCA_022606135.1,Fomes fomentarius,Fomes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,725,714,10,23,unique,wood_saprotroph,filamentous_mycelium
GCF_000271605.1,Fomitiporia mediterranea,Fomitiporia,Hymenochaetaceae,Hymenochaetales,Agaricomycetes,Basidiomycota,Fungi,719,713,14,25,GCF_preferred_from_2,plant_pathogen,filamentous_mycelium
GCA_022606075.1,Fomitopsis betulina,Fomitopsis,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,721,703,5,32,unique,wood_saprotroph,filamentous_mycelium
GCA_001632345.1,Fomitopsis quercina,Fomitopsis,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,725,723,7,26,unique,wood_saprotroph,filamentous_mycelium
GCA_000344655.2,Fomitopsis schrenkii,Fomitopsis,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,736,733,6,16,unique,wood_saprotroph,filamentous_mycelium
GCF_022376445.1,Fomitopsis serialis,Fomitopsis,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,696,418,21,41,GCF_preferred_from_2,wood_saprotroph,filamentous_mycelium
GCF_001651985.1,Fonsecaea erecta,Fonsecaea,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Ascomycota,Fungi,747,744,7,4,GCF_preferred_from_2,soil_saprotroph,yeast-like
GCF_001642475.1,Fonsecaea monophora,Fonsecaea,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Ascomycota,Fungi,749,747,5,4,GCF_preferred_from_2,soil_saprotroph,yeast-like
GCF_000836435.1,Fonsecaea multimorphosa,Fonsecaea,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Ascomycota,Fungi,753,751,2,3,GCF_preferred_from_3,soil_saprotroph,yeast-like
GCF_001646965.1,Fonsecaea nubica,Fonsecaea,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Ascomycota,Fungi,751,750,4,3,GCF_preferred_from_2,soil_saprotroph,yeast-like
GCF_000835455.1,Fonsecaea pedrosoi,Fonsecaea,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Ascomycota,Fungi,752,751,3,3,GCF_preferred_from_3,soil_saprotroph,yeast-like
GCA_030553415.1,Friedmanniomyces endolithicus,Friedmanniomyces,Teratosphaeriaceae,Mycosphaerellales,Dothideomycetes,Ascomycota,Fungi,755,22,1,2,GCA_only_from_25,litter_saprotroph,filamentous_mycelium
GCA_005059865.1,Friedmanniomyces simplex,Friedmanniomyces,Teratosphaeriaceae,Mycosphaerellales,Dothideomycetes,Ascomycota,Fungi,746,600,7,5,unique,litter_saprotroph,filamentous_mycelium
GCF_020509005.1,Fulvia fulva,Fulvia,Mycosphaerellaceae,Mycosphaerellales,Dothideomycetes,Ascomycota,Fungi,754,753,0,4,GCF_preferred_from_6,plant_pathogen,filamentous_mycelium
GCA_038181435.1,Fusarium acuminatum,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,747,741,3,8,unique,plant_pathogen,filamentous_mycelium
GCA_012932015.1,Fusarium acutatum,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,751,748,3,4,unique,plant_pathogen,filamentous_mycelium
GCA_001654555.2,Fusarium agapanthi,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,747,745,4,7,unique,plant_pathogen,filamentous_mycelium
GCA_012931995.1,Fusarium albosuccineum,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,741,730,9,8,unique,plant_pathogen,filamentous_mycelium
GCA_003947045.1,Fusarium ambrosium,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,748,744,2,8,unique,plant_pathogen,filamentous_mycelium
GCA_013364935.1,Fusarium anthophilum,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,750,746,4,4,unique,plant_pathogen,filamentous_mycelium
GCA_012932025.1,Fusarium austroafricanum,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,744,740,8,6,unique,plant_pathogen,filamentous_mycelium
GCA_013364965.1,Fusarium austroamericanum,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,748,747,3,7,unique,plant_pathogen,filamentous_mycelium
GCA_018282135.1,Fusarium avenaceum,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,747,743,4,7,GCA_only_from_4,plant_pathogen,filamentous_mycelium
GCA_002980475.2,Fusarium beomiforme,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,746,741,5,7,unique,plant_pathogen,filamentous_mycelium
GCA_013758895.1,Fusarium bulbicola,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,751,747,2,5,unique,plant_pathogen,filamentous_mycelium
GCA_022627125.1,Fusarium chuoi,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,748,744,4,6,GCA_only_from_2,plant_pathogen,filamentous_mycelium
GCA_013396185.1,Fusarium circinatum,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,753,750,0,5,unique,plant_pathogen,filamentous_mycelium
GCF_003316985.1,Fusarium coffeatum,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,751,747,0,7,GCF_preferred_from_2,plant_pathogen,filamentous_mycelium
GCA_013781345.1,Fusarium coicis,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,743,739,9,6,unique,plant_pathogen,filamentous_mycelium
GCA_016952355.1,Fusarium culmorum,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,750,749,2,6,GCA_only_from_2,plant_pathogen,filamentous_mycelium
GCA_013266205.1,Fusarium decemcellulare,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,728,723,17,13,GCA_only_from_2,plant_pathogen,filamentous_mycelium
